Job Title,Company Name,Company City,Job Summary,Date Posted,Day extracted,Job id,Job Url,lat,lng,admin_name,capital,population,Job_desc
Customer Service Specialist - Fluent in English & German - Full time,Wayfair,Home Office,As a member of Wayfair’s Customer Service Team you will proactively work in a fast-paced environment by providing service to customers seeking assistance with…,0,4/2/21,recJobLoc_b71548ec96d0fbfd,https://de.indeed.com/rc/clk?jk=b71548ec96d0fbfd&fccid=95485c6456ed2114&vjs=3,,,,,,"You are fluent in verbal and written English and German,Available to commit to a fixed Monday to Friday 09:00 to 18:30 training schedule for the first 3 weeks and successful completion of initial training,You will be required to work on weekend days for this role,Competitive salary plus performance-related bonus,Pension,Home office support contribution,Gym Membership contribution,All necessary computer equipment,Generous Employee Purchase Discounts,Great Working Culture with career development opportunities,Up to 66% Reimbursement towards any courses/learning materials related to your role"
Danish Customer Support Representative (m/f/d),"Sykes Enterprises, Incorporated",Berlin,"SYKES keeps up with the virtual progress, which means that we implement the complete application process via video conference!
1670€ / month fixed salary.",2,4/2/21,recJobLoc_4405f2dad65120f2,"https://de.indeed.com/company/Sykes-Enterprises,-Incorporated/jobs/Danish-Customer-Support-Representative-4405f2dad65120f2?fccid=edc3034c65b606a2&vjs=3",52.5167,13.3833,Berlin,primary,3644826,"1670€ / month fixed salary,100€ / month fixed monthly extra pay for your language skill,up to 300€ / month performance bonus,Various options for contracts – 30 to 40 hours a week,You will take part in a professional, paid training prior to starting your work,You can enjoy 25 paid vacation days annually,We offer you opportunities for advancement within the company or project,The opportunity to improve/learn German with our in-house German teacher,Our employees benefit from discounts for travel, fashion, fitness, and recreational activities,We make sure you can travel via public transport with a discount,We have a casual dress code, so you can bring some inspiration to the team!,We organize many different team events throughout the year – BBQs, a big summer party, events for holidays and many more! Not recently due to Covid : (,According to your needs we offer coffee and fruits, and there are also many delicious lunch and snack options for you, like “Hello Fresh”,You will get inspired by all the different cultures within the company,You will answer customer requests on the phone and offer support via phone and Email,You will help customers with questions regarding their already purchased phone insurance (Assisting in creating a claim, escalating, backoffice,etc),an excellent DANISH speaker (Near Native preferred)?,willing to work flexible hours as the job demands (likely on a rotation)? (our opening times: Mo-Fri 9-19, Sat 10-17),familiar with customer service?,having control over your computer?,living in Berlin and having a valid work permit at time of hire?,willing to work 5 times a week?,able to start April 19th?,8-Stunden-Schicht,Homeoffice,Berlin (Erforderlich),Dänisch (Erforderlich),Verhandlungssicher (Bevorzugt)"
Administrative Clerk (RSO),Amerikanische Botschaft Berlin,Berlin,"Who May Apply/Clarification From the Agency:
For USEFMs the applicable pay scale is FP, grade 08.
Actual salary will be determined by Washington D.C.",21,4/2/21,recJobLoc_52da1aec39789a98,https://de.indeed.com/rc/clk?jk=52da1aec39789a98&fccid=bb32a6c6267ff709&vjs=3,52.5167,13.3833,Berlin,primary,3644826,"<br/>
Full Time (40 number of hours per week),<b><br/>
</b>Must have good working knowledge of basic computer programs - MS office suite products.,<br/>
 Must have a good knowledge of office management procedures.,<b><br/>
</b>Must have a valid driver's license.,<br/>
AEFM / USEFM who is a preference-eligible U.S. Veteran*,<br/>
AEFM / USEFM,<br/>
FS on LWOP and CS with reemployment rights **,<br/>
IMPORTANT: Applicants who claim status as a preference-eligible U.S. Veteran must submit a copy of their most recent DD-214 (“Certificate of Release or Discharge from Active Duty”), equivalent documentation, or certification. A “certification” is any written document from the armed forces that certifies the service member is expected to be discharged or released from active duty service in the armed forces under honorable conditions within 120 days after the certification is submitted by the applicant. The certification letter should be on letterhead of the appropriate military branch of the service and contain (1) the military service dates including the expected discharge or release date; and (2) the character of service. Acceptable documentation must be submitted in order for the preference to be given."
Supply Chain Process Manager,Clariant,München,"Develop efficient KPI landscape for collection of information on process performance.
Continuously monitor and improve organizational capabilities to achieve…",24,4/2/21,recJobLoc_7433bcdc75834af3,https://de.indeed.com/rc/clk?jk=7433bcdc75834af3&fccid=721030124be3382c&vjs=3,,,,,,"Create global visibility of the total cost of ownership (TCO) and the RONA and the need for vertical integration of net assets
,Leads the development of the strategic plan for a near, mid, and long-term supply network design
,Be an integral part of the center of excellence to further transform the global value chain
,End-to-End responsible for dedicated value chain processes globally (e.g. precious metal) by driving for full transparency and increased efficiency
,Develop efficient KPI landscape for collection of information on process performance
,Constantly gathers and analyses cross-functional performance data and defines actions if necessary
,Presents statistical performance analysis and recommends solutions
,Oversees process documentation, trainings and communicates changes to stakeholders with regards to best practices
,Deploy continuous improvement methodologies to generate BU benefits and global standardization
,Regularly validate appropriate and up-to-date Supply Chain process documentation, SOP, etc. exists to meet internal and external audit requirements
,Continuously monitor and improve organizational capabilities to achieve increased process quality
,Lead interdisciplinary project teams
,Drive change management in the organization to foster best practice together with stakeholders
,Ensure implementation of Clariant Values and enable a frequent Performance Dialog - continuously foster team spirit and relationship building<br/>
,Business Administration/ Management, Chemistry or Engineering degree, language skills
,Experience with SCM related processes around Planning &amp; Scheduling, Procurement and Order-to-Cash
,Min. 5 years operative experience in one function of SCM or Consulting
,Experience working in multinational and multi-cultural teams
,Lean Sigma or other Project Management certifications<br/>
,We ensure a highly interesting, versatile and challenging work environment
,You will have outstanding influence on daily activities and tasks, with full responsibility for projects assigned
,We offer an attractive remuneration and the benefits of a modern company
,We will support your development needs with tailored, individual trainings<br/>
,Learn more about Clariant
,Follow us on Facebook , Twitter and LinkedIn
,Our commitment to people - download our Employment Standards Brochure"
Junior Accountant,Specialty Lab Services,Berlin,"Reconcile, code and process expense reports and corporate credit card statements.
Precision for Medicine develops assays and runs global logistics by using…",3,4/2/21,recJobLoc_993a0521d67628e6,https://de.indeed.com/rc/clk?jk=993a0521d67628e6&fccid=e4e23041c8b90154&vjs=3,52.5167,13.3833,Berlin,primary,3644826,
Junior ESG Research Analyst - Finnish,RepRisk,Berlin,"RepRisk is a data science company working to make the business world more transparent.
We leverage AI and machine learning with human intelligence to…",7,4/2/21,recJobLoc_282b5dabf9a01733,https://de.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DsijPJPzlpiGQ9xAICBeRvZL7MmDMsPI8v-___KpkWo6LE0141oHYQCUbcH8P7D7J10P-CztK7kOt4NHvD8hFNrFcMXxU4PTw0iHrTS95vSDTer2WZ7zv3cd1ivGqk5dRoJIdwvLchhEhsQj80D-9CUH2rqrkSAOPH5wB5jkSgR9d1DnaOwEe9fTuM7vh5wCORmPkOC93s8Ha14_IHIhNrpAYWZowSCtO2z6FFdrchKDiSCO8Y-rd8RMlnp7BsvWf5JnboOg9Ompa7EYfYbv_bpMhUbM5Kh-U5FNCKKW7deJd2K5Ik-L5XEkHsVtT8E81SJWxz1O1jAZjMW8Kty7yddC8rMRC0wKRIESimnpUm2JoIhVtj1lI8M14tWe10dUYeTRxM8lw56WDMI0jnGHR7vqegplY6qqcYHGzoirNcgdVFXhXRx3seG6ILa4sV1G7WhKBuCkYUpUie0uJ5HSGI&p=1&fvj=1&vjs=3,52.5167,13.3833,Berlin,primary,3644826,"Assessing the corresponding RepRisk issues within the news,Entering newly criticized companies, projects, etc. into the RepRisk® database,Summarizing and scoring the incident according to our proprietary methodology,Have the equivalent to a native-level of English, Finnish and one other RepRisk language.,You have excellent English writing skills, including strong analysis and editorial skills,You have a strong interest in environmental, social or corporate governance issues,You have a minimum of a Bachelor’s degree. A background in journalism, international relations, environmental, social, or media sciences is a plus,An entrepreneurial, international, and dynamic work environment,Cutting edge systems and technology at the interface of machine learning and sustainability,A shared mission to drive accountability and responsible behavior of companies, thus creating positive change,Long-term employment opportunity at an established and growing global company,Flexible working hours and arrangements,Temporarily due to COVID-19,Remote interview process"
Office Administrator (ESCB/IO),The European Central Bank,Frankfurt am Main,"The recruitment process for this position will include interviews.
You will provide secretarial and administrative support to the senior management of the…",20,4/2/21,recJobLoc_6218f3b41a5503ad,https://de.indeed.com/rc/clk?jk=6218f3b41a5503ad&fccid=b61917b24ccf0f81&vjs=3,,,,,,"schedule, coordinate and organise regular and ad hoc meetings and prepare organisational documents and monitor deadlines;,manage correspondence, telephone calls, mailboxes, calendars and business travel arrangements, including expense claims, in a timely, proactive and customer-oriented manner;,provide assistance with ECB information management systems and other IT tools (e.g. Darwin, SAP);,help to communicate with internal and external high-level stakeholders;,support the operational work falling within the remit of the business area, including activities such as onboarding, relocation, training and team building activities.,relevant vocational training or equivalent or a university degree in business administration or another relevant field (click here for details on degree equivalences);,in addition to the above, a minimum of three years’ professional experience in the field of providing administrative support to managers/senior managers and their business units, such as arranging meetings, managing calendars, information management, managing business travel, processing invoices, monitoring budgets, managing office supplies;,experience of liaising with staff and managers at all levels (including external parties in national and international institutions) in a smooth and effective manner;,experience of drafting office correspondence (internal and external emails, letters, memoranda and other documents);,experience of document management systems;,a strong ability to manage multiple recurring and ad hoc tasks effectively, while prioritising workload and meeting deadlines;,an advanced (C1) command of English and an intermediate (B1) command of at least one other official language of the EU, according to the Common European Framework of Reference for Languages.,experience of dealing with high-level external stakeholders;,good knowledge of MS Office."
Car Transport Dispatcher (m/w/d) - Gigafactory Berlin - Brandenburg,Tesla,Berlin,"As main task to control the day-to-day operation of the Tesla Truck Fleet, ensure our cars leave the Factory side directly to their destination, assist drivers…",20,4/2/21,recJobLoc_ea3ad8c4b22d55c7,https://de.indeed.com/rc/clk?jk=ea3ad8c4b22d55c7&fccid=86e9be6ce380173e&vjs=3,52.5167,13.3833,Berlin,primary,3644826,"Check trucks positions and ensure quick departure and plan arrivals for reload.,Assign trucks and drivers to new trips, monitoring their maximum shift hours and (bi-)weekly restrictions.,Short / long term production forecast.,Ensure the right (customs) documentation is prepared and problem solve challenges coming our way.,Ensure that Tesla internal IT (Information Technology) programs are up to date and provide input on how to improve the workflow.,Perform tasks independently with minimal supervision.,Readily communicate with Tesla team members on status of assignments.,Follow all safety procedures and legal.,Must meet exact delivery deadlines consistently.,Miscellaneous jobs as required.,1-3 yrs. Logistics / business / purchasing and/or finance background.,Open-minded self-starter with the ability to adapt, improvise and problem solve.,Strong Excel background,Technical Writing experience a plus,Purchasing or logistics experience preferred.,Automotive industry experience in areas of Logistics Control and Vendor Management a plus.,Experience with ERP or MRP purchasing systems.,Experience working with a global team.,A self-identified problem solver and lifelong learner,Ability to work independently on multiple tasks and projects, with various teams including engineers and supply chain. And sales professionals,Good negotiation, written and verbal skills.,Organizational skills to manage and track transactional details.,Team player and with strong interpersonal skills."
"(Sr.) Process Engineer, Polyethylene",SABIC - Saudi Basic Industries Corp.,Gelsenkirchen,"A (Sr.) Engineer with relevant process engineering experience.
Commitment and ENGAGEment in effectively meeting process objectives and budget targets.",18,4/2/21,recJobLoc_9d46e7837cfe1dd9,https://de.indeed.com/rc/clk?jk=9d46e7837cfe1dd9&fccid=b5ac784a97a298dd&vjs=3,51.5167,7.1,North Rhine-Westphalia,minor,260654,"INSPIRE others to join you in striving for excellent plant performance and safety,Assessment of process safety; key role in HAZOP studies and follow-up of the implementation of findings and measures,Process focal point for engineering and technical projects as well as studies,Commitment and ENGAGEment in effectively meeting process objectives and budget targets,Evaluation and implementation of new products and catalysts,Coordination of implementation trials with internal and external stakeholders,Scoping and execution of projects in close cooperation with SABIC’s Engineering &amp; Project Management organization,DELIVER process designs meeting legal obligations from German legislations as well as SABIC safety and quality standards,Active implementation of best practices within the site,CREATE and foster an open and cooperative team spirit,A MSc Degree or equivalent in Process / Chemical Engineering,A (Sr.) Engineer with relevant process engineering experience. Graduates, willing to acquaint themselves with the function in due time to assume its responsibilities are also considered.,Systematic, independent and accountable working style,Ability to identify and set priorities,A motivating and collaborating team player, not reluctant to take decisions and accountabilities,Attitude of compliance with all company and regulatory requirements,Fluent in German and English language,Ability to effectively communicate with different stakeholders, including vendors and customers,Ideally experience in a matrix organization"
Process Specialist Logistics (m/f/d),Vibracoustic,Weinheim,"Perform Logistics process optimization and standardization projects.
Vibracoustic is a leading global automotive NVH expert, providing customized solutions…",15,4/2/21,recJobLoc_a016ea61058e6df5,https://de.indeed.com/rc/clk?jk=a016ea61058e6df5&fccid=0dc9a90c7640edb6&vjs=3,49.5561,8.6697,Baden-Württemberg,,45284,"Perform Logistics process optimization and standardization projects,Know-How transfer and trainings,Perform Rollout of processes &amp; best practices globally and in the region, especially regarding MRP and customer service,Transfer of logistics requirements in concepts and the coordination &amp; implementation of solutions,Test and approve logistics changes in SAP / other ERP systems,Process Documentation,Support Logistics Management,University degree in Information Technology or Business Administration,&gt; 2 years working experience in a comparable position
,Deep knowledge of MRP and customer service processes,Knowledge of SAP ERP systems
,Experience with processes in automotive industry,Knowledge in logistics- and production flows, warehouse- and material flow planning,Excellent communication and project management skills,Structured and efficient way of working and a team player mentality,Fluent in English and preferably also in German,In the position advertised above, you can expect a challenging and varied range of tasks in a globally active company,In addition to market-oriented compensation, you can expect flat hierarchies and flexible working hours in our company,We attach great importance to the personal development of our employees, who are supported by our internal Vibracoustic training programs on technical and personal topics and annual performance dialogs."
